Maximum;0,09;@;No.6104;;;;;;
Minimum;-7,47;@;No.5961;;;;;;
Average;-6,142;;;;;;;;
Data Quantity;6422;;;;;;;;
Number of NG;0;;;;;;;;
No.;Force;Unit;Displacement;Unit;Judge;Position;Time;Date;
506;-4,67;N;--;--;OK;--;21:20:01;08/07/2023;
507;-4,67;N;--;--;OK;--;21:20:01;08/07/2023;
508;-4,68;N;--;--;OK;--;21:20:01;08/07/2023;
509;-4,68;N;--;--;OK;--;21:20:01;08/07/2023;
510;-4,69;N;--;--;OK;--;21:20:01;08/07/2023;
511;-4,69;N;--;--;OK;--;21:20:01;08/07/2023;
512;-4,70;N;--;--;OK;--;21:20:01;08/07/2023;
513;-4,71;N;--;--;OK;--;21:20:01;08/07/2023;
514;-4,71;N;--;--;OK;--;21:20:02;08/07/2023;
515;-4,71;N;--;--;OK;--;21:20:02;08/07/2023;
516;-4,72;N;--;--;OK;--;21:20:02;08/07/2023;
517;-4,73;N;--;--;OK;--;21:20:02;08/07/2023;
518;-4,74;N;--;--;OK;--;21:20:02;08/07/2023;
519;-4,74;N;--;--;OK;--;21:20:02;08/07/2023;
520;-4,74;N;--;--;OK;--;21:20:02;08/07/2023;
521;-4,75;N;--;--;OK;--;21:20:02;08/07/2023;
522;-4,76;N;--;--;OK;--;21:20:02;08/07/2023;
523;-4,76;N;--;--;OK;--;21:20:02;08/07/2023;
524;-4,77;N;--;--;OK;--;21:20:03;08/07/2023;
525;-4,77;N;--;--;OK;--;21:20:03;08/07/2023;
526;-4,78;N;--;--;OK;--;21:20:03;08/07/2023;
527;-4,78;N;--;--;OK;--;21:20:03;08/07/2023;
528;-4,79;N;--;--;OK;--;21:20:03;08/07/2023;
529;-4,79;N;--;--;OK;--;21:20:03;08/07/2023;
530;-4,80;N;--;--;OK;--;21:20:03;08/07/2023;
531;-4,81;N;--;--;OK;--;21:20:03;08/07/2023;
532;-4,81;N;--;--;OK;--;21:20:03;08/07/2023;
533;-4,82;N;--;--;OK;--;21:20:03;08/07/2023;
534;-4,82;N;--;--;OK;--;21:20:04;08/07/2023;
535;-4,83;N;--;--;OK;--;21:20:04;08/07/2023;
536;-4,83;N;--;--;OK;--;21:20:04;08/07/2023;
537;-4,84;N;--;--;OK;--;21:20:04;08/07/2023;
538;-4,84;N;--;--;OK;--;21:20:04;08/07/2023;
539;-4,85;N;--;--;OK;--;21:20:04;08/07/2023;
540;-4,85;N;--;--;OK;--;21:20:04;08/07/2023;
541;-4,86;N;--;--;OK;--;21:20:04;08/07/2023;
542;-4,86;N;--;--;OK;--;21:20:04;08/07/2023;
543;-4,87;N;--;--;OK;--;21:20:04;08/07/2023;
544;-4,87;N;--;--;OK;--;21:20:05;08/07/2023;
545;-4,88;N;--;--;OK;--;21:20:05;08/07/2023;
546;-4,89;N;--;--;OK;--;21:20:05;08/07/2023;
547;-4,89;N;--;--;OK;--;21:20:05;08/07/2023;
548;-4,90;N;--;--;OK;--;21:20:05;08/07/2023;
549;-4,91;N;--;--;OK;--;21:20:05;08/07/2023;
550;-4,91;N;--;--;OK;--;21:20:05;08/07/2023;
551;-4,91;N;--;--;OK;--;21:20:05;08/07/2023;
552;-4,92;N;--;--;OK;--;21:20:05;08/07/2023;
553;-4,92;N;--;--;OK;--;21:20:05;08/07/2023;
554;-4,93;N;--;--;OK;--;21:20:06;08/07/2023;
555;-4,93;N;--;--;OK;--;21:20:06;08/07/2023;
556;-4,94;N;--;--;OK;--;21:20:06;08/07/2023;
557;-4,94;N;--;--;OK;--;21:20:06;08/07/2023;
558;-4,95;N;--;--;OK;--;21:20:06;08/07/2023;
559;-4,95;N;--;--;OK;--;21:20:06;08/07/2023;
560;-4,96;N;--;--;OK;--;21:20:06;08/07/2023;
561;-4,96;N;--;--;OK;--;21:20:06;08/07/2023;
562;-4,97;N;--;--;OK;--;21:20:06;08/07/2023;
563;-4,97;N;--;--;OK;--;21:20:06;08/07/2023;
564;-4,98;N;--;--;OK;--;21:20:07;08/07/2023;
565;-4,99;N;--;--;OK;--;21:20:07;08/07/2023;
566;-4,99;N;--;--;OK;--;21:20:07;08/07/2023;
567;-4,99;N;--;--;OK;--;21:20:07;08/07/2023;
568;-5,00;N;--;--;OK;--;21:20:07;08/07/2023;
569;-5,00;N;--;--;OK;--;21:20:07;08/07/2023;
570;-5,01;N;--;--;OK;--;21:20:07;08/07/2023;
571;-5,01;N;--;--;OK;--;21:20:07;08/07/2023;
572;-5,02;N;--;--;OK;--;21:20:07;08/07/2023;
573;-5,02;N;--;--;OK;--;21:20:07;08/07/2023;
574;-5,03;N;--;--;OK;--;21:20:07;08/07/2023;
575;-5,04;N;--;--;OK;--;21:20:08;08/07/2023;
576;-5,04;N;--;--;OK;--;21:20:08;08/07/2023;
577;-5,05;N;--;--;OK;--;21:20:08;08/07/2023;
578;-5,05;N;--;--;OK;--;21:20:08;08/07/2023;
579;-5,05;N;--;--;OK;--;21:20:08;08/07/2023;
580;-5,06;N;--;--;OK;--;21:20:08;08/07/2023;
581;-5,06;N;--;--;OK;--;21:20:08;08/07/2023;
582;-5,07;N;--;--;OK;--;21:20:08;08/07/2023;
583;-5,08;N;--;--;OK;--;21:20:08;08/07/2023;
584;-5,08;N;--;--;OK;--;21:20:08;08/07/2023;
585;-5,09;N;--;--;OK;--;21:20:09;08/07/2023;
586;-5,09;N;--;--;OK;--;21:20:09;08/07/2023;
587;-5,10;N;--;--;OK;--;21:20:09;08/07/2023;
588;-5,10;N;--;--;OK;--;21:20:09;08/07/2023;
589;-5,11;N;--;--;OK;--;21:20:09;08/07/2023;
590;-5,11;N;--;--;OK;--;21:20:09;08/07/2023;
591;-5,11;N;--;--;OK;--;21:20:09;08/07/2023;
592;-5,12;N;--;--;OK;--;21:20:09;08/07/2023;
593;-5,13;N;--;--;OK;--;21:20:09;08/07/2023;
594;-5,13;N;--;--;OK;--;21:20:09;08/07/2023;
595;-5,14;N;--;--;OK;--;21:20:10;08/07/2023;
596;-5,14;N;--;--;OK;--;21:20:10;08/07/2023;
597;-5,15;N;--;--;OK;--;21:20:10;08/07/2023;
598;-5,15;N;--;--;OK;--;21:20:10;08/07/2023;
599;-5,16;N;--;--;OK;--;21:20:10;08/07/2023;
600;-5,15;N;--;--;OK;--;21:20:10;08/07/2023;
601;-5,17;N;--;--;OK;--;21:20:10;08/07/2023;
602;-5,17;N;--;--;OK;--;21:20:10;08/07/2023;
603;-5,17;N;--;--;OK;--;21:20:10;08/07/2023;
604;-5,18;N;--;--;OK;--;21:20:10;08/07/2023;
605;-5,19;N;--;--;OK;--;21:20:11;08/07/2023;
606;-5,19;N;--;--;OK;--;21:20:11;08/07/2023;
607;-5,20;N;--;--;OK;--;21:20:11;08/07/2023;
608;-5,20;N;--;--;OK;--;21:20:11;08/07/2023;
609;-5,20;N;--;--;OK;--;21:20:11;08/07/2023;
610;-5,21;N;--;--;OK;--;21:20:11;08/07/2023;
611;-5,21;N;--;--;OK;--;21:20:11;08/07/2023;
612;-5,22;N;--;--;OK;--;21:20:11;08/07/2023;
613;-5,22;N;--;--;OK;--;21:20:11;08/07/2023;
614;-5,22;N;--;--;OK;--;21:20:11;08/07/2023;
615;-5,23;N;--;--;OK;--;21:20:12;08/07/2023;
616;-5,23;N;--;--;OK;--;21:20:12;08/07/2023;
617;-5,24;N;--;--;OK;--;21:20:12;08/07/2023;
618;-5,25;N;--;--;OK;--;21:20:12;08/07/2023;
619;-5,25;N;--;--;OK;--;21:20:12;08/07/2023;
620;-5,25;N;--;--;OK;--;21:20:12;08/07/2023;
621;-5,26;N;--;--;OK;--;21:20:12;08/07/2023;
622;-5,26;N;--;--;OK;--;21:20:12;08/07/2023;
623;-5,27;N;--;--;OK;--;21:20:12;08/07/2023;
624;-5,27;N;--;--;OK;--;21:20:12;08/07/2023;
625;-5,28;N;--;--;OK;--;21:20:13;08/07/2023;
626;-5,29;N;--;--;OK;--;21:20:13;08/07/2023;
627;-5,29;N;--;--;OK;--;21:20:13;08/07/2023;
628;-5,29;N;--;--;OK;--;21:20:13;08/07/2023;
629;-5,29;N;--;--;OK;--;21:20:13;08/07/2023;
630;-5,30;N;--;--;OK;--;21:20:13;08/07/2023;
631;-5,30;N;--;--;OK;--;21:20:13;08/07/2023;
632;-5,31;N;--;--;OK;--;21:20:13;08/07/2023;
633;-5,31;N;--;--;OK;--;21:20:13;08/07/2023;
634;-5,32;N;--;--;OK;--;21:20:13;08/07/2023;
635;-5,32;N;--;--;OK;--;21:20:14;08/07/2023;
636;-5,33;N;--;--;OK;--;21:20:14;08/07/2023;
637;-5,33;N;--;--;OK;--;21:20:14;08/07/2023;
638;-5,34;N;--;--;OK;--;21:20:14;08/07/2023;
639;-5,35;N;--;--;OK;--;21:20:14;08/07/2023;
640;-5,34;N;--;--;OK;--;21:20:14;08/07/2023;
641;-5,35;N;--;--;OK;--;21:20:14;08/07/2023;
642;-5,35;N;--;--;OK;--;21:20:14;08/07/2023;
643;-5,36;N;--;--;OK;--;21:20:14;08/07/2023;
644;-5,36;N;--;--;OK;--;21:20:14;08/07/2023;
645;-5,37;N;--;--;OK;--;21:20:15;08/07/2023;
646;-5,37;N;--;--;OK;--;21:20:15;08/07/2023;
647;-5,37;N;--;--;OK;--;21:20:15;08/07/2023;
648;-5,38;N;--;--;OK;--;21:20:15;08/07/2023;
649;-5,39;N;--;--;OK;--;21:20:15;08/07/2023;
650;-5,39;N;--;--;OK;--;21:20:15;08/07/2023;
651;-5,39;N;--;--;OK;--;21:20:15;08/07/2023;
652;-5,40;N;--;--;OK;--;21:20:15;08/07/2023;
653;-5,40;N;--;--;OK;--;21:20:15;08/07/2023;
654;-5,40;N;--;--;OK;--;21:20:15;08/07/2023;
655;-5,40;N;--;--;OK;--;21:20:16;08/07/2023;
656;-5,41;N;--;--;OK;--;21:20:16;08/07/2023;
657;-5,41;N;--;--;OK;--;21:20:16;08/07/2023;
658;-5,42;N;--;--;OK;--;21:20:16;08/07/2023;
659;-5,42;N;--;--;OK;--;21:20:16;08/07/2023;
660;-5,43;N;--;--;OK;--;21:20:16;08/07/2023;
661;-5,44;N;--;--;OK;--;21:20:16;08/07/2023;
662;-5,44;N;--;--;OK;--;21:20:16;08/07/2023;
663;-5,43;N;--;--;OK;--;21:20:16;08/07/2023;
664;-5,44;N;--;--;OK;--;21:20:16;08/07/2023;
665;-5,45;N;--;--;OK;--;21:20:17;08/07/2023;
666;-5,45;N;--;--;OK;--;21:20:17;08/07/2023;
667;-5,45;N;--;--;OK;--;21:20:17;08/07/2023;
668;-5,46;N;--;--;OK;--;21:20:17;08/07/2023;
669;-5,46;N;--;--;OK;--;21:20:17;08/07/2023;
670;-5,46;N;--;--;OK;--;21:20:17;08/07/2023;
671;-5,47;N;--;--;OK;--;21:20:17;08/07/2023;
672;-5,47;N;--;--;OK;--;21:20:17;08/07/2023;
673;-5,47;N;--;--;OK;--;21:20:17;08/07/2023;
674;-5,48;N;--;--;OK;--;21:20:17;08/07/2023;
675;-5,49;N;--;--;OK;--;21:20:18;08/07/2023;
676;-5,49;N;--;--;OK;--;21:20:18;08/07/2023;
677;-5,49;N;--;--;OK;--;21:20:18;08/07/2023;
678;-5,50;N;--;--;OK;--;21:20:18;08/07/2023;
679;-5,50;N;--;--;OK;--;21:20:18;08/07/2023;
680;-5,50;N;--;--;OK;--;21:20:18;08/07/2023;
681;-5,51;N;--;--;OK;--;21:20:18;08/07/2023;
682;-5,51;N;--;--;OK;--;21:20:18;08/07/2023;
683;-5,52;N;--;--;OK;--;21:20:18;08/07/2023;
684;-5,52;N;--;--;OK;--;21:20:18;08/07/2023;
685;-5,53;N;--;--;OK;--;21:20:19;08/07/2023;
686;-5,53;N;--;--;OK;--;21:20:19;08/07/2023;
687;-5,53;N;--;--;OK;--;21:20:19;08/07/2023;
688;-5,53;N;--;--;OK;--;21:20:19;08/07/2023;
689;-5,54;N;--;--;OK;--;21:20:19;08/07/2023;
690;-5,54;N;--;--;OK;--;21:20:19;08/07/2023;
691;-5,55;N;--;--;OK;--;21:20:19;08/07/2023;
692;-5,55;N;--;--;OK;--;21:20:19;08/07/2023;
693;-5,56;N;--;--;OK;--;21:20:19;08/07/2023;
694;-5,56;N;--;--;OK;--;21:20:19;08/07/2023;
695;-5,56;N;--;--;OK;--;21:20:20;08/07/2023;
696;-5,57;N;--;--;OK;--;21:20:20;08/07/2023;
697;-5,57;N;--;--;OK;--;21:20:20;08/07/2023;
698;-5,58;N;--;--;OK;--;21:20:20;08/07/2023;
699;-5,57;N;--;--;OK;--;21:20:20;08/07/2023;
700;-5,58;N;--;--;OK;--;21:20:20;08/07/2023;
701;-5,59;N;--;--;OK;--;21:20:20;08/07/2023;
702;-5,59;N;--;--;OK;--;21:20:20;08/07/2023;
703;-5,59;N;--;--;OK;--;21:20:20;08/07/2023;
704;-5,60;N;--;--;OK;--;21:20:20;08/07/2023;
705;-5,60;N;--;--;OK;--;21:20:21;08/07/2023;
706;-5,60;N;--;--;OK;--;21:20:21;08/07/2023;
707;-5,60;N;--;--;OK;--;21:20:21;08/07/2023;
708;-5,61;N;--;--;OK;--;21:20:21;08/07/2023;
709;-5,61;N;--;--;OK;--;21:20:21;08/07/2023;
710;-5,61;N;--;--;OK;--;21:20:21;08/07/2023;
711;-5,62;N;--;--;OK;--;21:20:21;08/07/2023;
712;-5,62;N;--;--;OK;--;21:20:21;08/07/2023;
713;-5,62;N;--;--;OK;--;21:20:21;08/07/2023;
714;-5,63;N;--;--;OK;--;21:20:21;08/07/2023;
715;-5,63;N;--;--;OK;--;21:20:22;08/07/2023;
716;-5,64;N;--;--;OK;--;21:20:22;08/07/2023;
717;-5,64;N;--;--;OK;--;21:20:22;08/07/2023;
718;-5,64;N;--;--;OK;--;21:20:22;08/07/2023;
719;-5,64;N;--;--;OK;--;21:20:22;08/07/2023;
720;-5,64;N;--;--;OK;--;21:20:22;08/07/2023;
721;-5,64;N;--;--;OK;--;21:20:22;08/07/2023;
722;-5,65;N;--;--;OK;--;21:20:22;08/07/2023;
723;-5,65;N;--;--;OK;--;21:20:22;08/07/2023;
724;-5,65;N;--;--;OK;--;21:20:22;08/07/2023;
725;-5,65;N;--;--;OK;--;21:20:23;08/07/2023;
726;-5,66;N;--;--;OK;--;21:20:23;08/07/2023;
727;-5,66;N;--;--;OK;--;21:20:23;08/07/2023;
728;-5,66;N;--;--;OK;--;21:20:23;08/07/2023;
729;-5,66;N;--;--;OK;--;21:20:23;08/07/2023;
730;-5,66;N;--;--;OK;--;21:20:23;08/07/2023;
731;-5,66;N;--;--;OK;--;21:20:23;08/07/2023;
732;-5,66;N;--;--;OK;--;21:20:23;08/07/2023;
733;-5,66;N;--;--;OK;--;21:20:23;08/07/2023;
734;-5,65;N;--;--;OK;--;21:20:23;08/07/2023;
735;-5,65;N;--;--;OK;--;21:20:24;08/07/2023;
736;-5,66;N;--;--;OK;--;21:20:24;08/07/2023;
737;-5,65;N;--;--;OK;--;21:20:24;08/07/2023;
738;-5,65;N;--;--;OK;--;21:20:24;08/07/2023;
739;-5,66;N;--;--;OK;--;21:20:24;08/07/2023;
740;-5,66;N;--;--;OK;--;21:20:24;08/07/2023;
741;-5,66;N;--;--;OK;--;21:20:24;08/07/2023;
742;-5,67;N;--;--;OK;--;21:20:24;08/07/2023;
743;-5,67;N;--;--;OK;--;21:20:24;08/07/2023;
744;-5,68;N;--;--;OK;--;21:20:24;08/07/2023;
745;-5,67;N;--;--;OK;--;21:20:25;08/07/2023;
746;-5,67;N;--;--;OK;--;21:20:25;08/07/2023;
747;-5,68;N;--;--;OK;--;21:20:25;08/07/2023;
748;-5,68;N;--;--;OK;--;21:20:25;08/07/2023;
749;-5,69;N;--;--;OK;--;21:20:25;08/07/2023;
750;-5,69;N;--;--;OK;--;21:20:25;08/07/2023;
751;-5,69;N;--;--;OK;--;21:20:25;08/07/2023;
752;-5,70;N;--;--;OK;--;21:20:25;08/07/2023;
753;-5,70;N;--;--;OK;--;21:20:25;08/07/2023;
754;-5,70;N;--;--;OK;--;21:20:25;08/07/2023;
755;-5,71;N;--;--;OK;--;21:20:26;08/07/2023;
756;-5,71;N;--;--;OK;--;21:20:26;08/07/2023;
757;-5,71;N;--;--;OK;--;21:20:26;08/07/2023;
758;-5,72;N;--;--;OK;--;21:20:26;08/07/2023;
759;-5,72;N;--;--;OK;--;21:20:26;08/07/2023;
760;-5,72;N;--;--;OK;--;21:20:26;08/07/2023;
761;-5,73;N;--;--;OK;--;21:20:26;08/07/2023;
762;-5,73;N;--;--;OK;--;21:20:26;08/07/2023;
763;-5,73;N;--;--;OK;--;21:20:26;08/07/2023;
764;-5,74;N;--;--;OK;--;21:20:26;08/07/2023;
765;-5,74;N;--;--;OK;--;21:20:27;08/07/2023;
766;-5,74;N;--;--;OK;--;21:20:27;08/07/2023;
767;-5,75;N;--;--;OK;--;21:20:27;08/07/2023;
768;-5,75;N;--;--;OK;--;21:20:27;08/07/2023;
769;-5,75;N;--;--;OK;--;21:20:27;08/07/2023;
770;-5,75;N;--;--;OK;--;21:20:27;08/07/2023;
771;-5,75;N;--;--;OK;--;21:20:27;08/07/2023;
772;-5,76;N;--;--;OK;--;21:20:27;08/07/2023;
773;-5,76;N;--;--;OK;--;21:20:27;08/07/2023;
774;-5,76;N;--;--;OK;--;21:20:27;08/07/2023;
775;-5,76;N;--;--;OK;--;21:20:28;08/07/2023;
776;-5,77;N;--;--;OK;--;21:20:28;08/07/2023;
777;-5,78;N;--;--;OK;--;21:20:28;08/07/2023;
778;-5,77;N;--;--;OK;--;21:20:28;08/07/2023;
779;-5,78;N;--;--;OK;--;21:20:28;08/07/2023;
780;-5,78;N;--;--;OK;--;21:20:28;08/07/2023;
781;-5,79;N;--;--;OK;--;21:20:28;08/07/2023;
782;-5,79;N;--;--;OK;--;21:20:28;08/07/2023;
783;-5,79;N;--;--;OK;--;21:20:28;08/07/2023;
784;-5,79;N;--;--;OK;--;21:20:28;08/07/2023;
785;-5,79;N;--;--;OK;--;21:20:29;08/07/2023;
786;-5,80;N;--;--;OK;--;21:20:29;08/07/2023;
787;-5,80;N;--;--;OK;--;21:20:29;08/07/2023;
788;-5,81;N;--;--;OK;--;21:20:29;08/07/2023;
789;-5,80;N;--;--;OK;--;21:20:29;08/07/2023;
790;-5,81;N;--;--;OK;--;21:20:29;08/07/2023;
791;-5,81;N;--;--;OK;--;21:20:29;08/07/2023;
792;-5,81;N;--;--;OK;--;21:20:29;08/07/2023;
793;-5,82;N;--;--;OK;--;21:20:29;08/07/2023;
794;-5,82;N;--;--;OK;--;21:20:29;08/07/2023;
795;-5,82;N;--;--;OK;--;21:20:30;08/07/2023;
796;-5,83;N;--;--;OK;--;21:20:30;08/07/2023;
797;-5,83;N;--;--;OK;--;21:20:30;08/07/2023;
798;-5,82;N;--;--;OK;--;21:20:30;08/07/2023;
799;-5,82;N;--;--;OK;--;21:20:30;08/07/2023;
800;-5,80;N;--;--;OK;--;21:20:30;08/07/2023;
801;-5,79;N;--;--;OK;--;21:20:30;08/07/2023;
802;-5,79;N;--;--;OK;--;21:20:30;08/07/2023;
803;-5,79;N;--;--;OK;--;21:20:30;08/07/2023;
804;-5,79;N;--;--;OK;--;21:20:30;08/07/2023;
805;-5,78;N;--;--;OK;--;21:20:31;08/07/2023;
806;-5,78;N;--;--;OK;--;21:20:31;08/07/2023;
807;-5,78;N;--;--;OK;--;21:20:31;08/07/2023;
808;-5,79;N;--;--;OK;--;21:20:31;08/07/2023;
809;-5,78;N;--;--;OK;--;21:20:31;08/07/2023;
810;-5,79;N;--;--;OK;--;21:20:31;08/07/2023;
811;-5,79;N;--;--;OK;--;21:20:31;08/07/2023;
812;-5,79;N;--;--;OK;--;21:20:31;08/07/2023;
813;-5,80;N;--;--;OK;--;21:20:31;08/07/2023;
814;-5,80;N;--;--;OK;--;21:20:31;08/07/2023;
815;-5,80;N;--;--;OK;--;21:20:32;08/07/2023;
816;-5,80;N;--;--;OK;--;21:20:32;08/07/2023;
817;-5,81;N;--;--;OK;--;21:20:32;08/07/2023;
818;-5,81;N;--;--;OK;--;21:20:32;08/07/2023;
819;-5,81;N;--;--;OK;--;21:20:32;08/07/2023;
820;-5,82;N;--;--;OK;--;21:20:32;08/07/2023;
821;-5,82;N;--;--;OK;--;21:20:32;08/07/2023;
822;-5,82;N;--;--;OK;--;21:20:32;08/07/2023;
823;-5,83;N;--;--;OK;--;21:20:32;08/07/2023;
824;-5,83;N;--;--;OK;--;21:20:32;08/07/2023;
825;-5,84;N;--;--;OK;--;21:20:33;08/07/2023;
826;-5,84;N;--;--;OK;--;21:20:33;08/07/2023;
827;-5,84;N;--;--;OK;--;21:20:33;08/07/2023;
828;-5,84;N;--;--;OK;--;21:20:33;08/07/2023;
829;-5,85;N;--;--;OK;--;21:20:33;08/07/2023;
830;-5,85;N;--;--;OK;--;21:20:33;08/07/2023;
831;-5,85;N;--;--;OK;--;21:20:33;08/07/2023;
832;-5,86;N;--;--;OK;--;21:20:33;08/07/2023;
833;-5,86;N;--;--;OK;--;21:20:33;08/07/2023;
834;-5,86;N;--;--;OK;--;21:20:33;08/07/2023;
835;-5,87;N;--;--;OK;--;21:20:33;08/07/2023;
836;-5,87;N;--;--;OK;--;21:20:34;08/07/2023;
837;-5,87;N;--;--;OK;--;21:20:34;08/07/2023;
838;-5,88;N;--;--;OK;--;21:20:34;08/07/2023;
839;-5,88;N;--;--;OK;--;21:20:34;08/07/2023;
840;-5,89;N;--;--;OK;--;21:20:34;08/07/2023;
841;-5,88;N;--;--;OK;--;21:20:34;08/07/2023;
842;-5,89;N;--;--;OK;--;21:20:34;08/07/2023;
843;-5,90;N;--;--;OK;--;21:20:34;08/07/2023;
844;-5,90;N;--;--;OK;--;21:20:34;08/07/2023;
845;-5,90;N;--;--;OK;--;21:20:34;08/07/2023;
846;-5,90;N;--;--;OK;--;21:20:35;08/07/2023;
847;-5,90;N;--;--;OK;--;21:20:35;08/07/2023;
848;-5,90;N;--;--;OK;--;21:20:35;08/07/2023;
849;-5,91;N;--;--;OK;--;21:20:35;08/07/2023;
850;-5,91;N;--;--;OK;--;21:20:35;08/07/2023;
851;-5,92;N;--;--;OK;--;21:20:35;08/07/2023;
852;-5,91;N;--;--;OK;--;21:20:35;08/07/2023;
853;-5,92;N;--;--;OK;--;21:20:35;08/07/2023;
854;-5,92;N;--;--;OK;--;21:20:35;08/07/2023;
855;-5,92;N;--;--;OK;--;21:20:35;08/07/2023;
856;-5,92;N;--;--;OK;--;21:20:36;08/07/2023;
857;-5,93;N;--;--;OK;--;21:20:36;08/07/2023;
858;-5,93;N;--;--;OK;--;21:20:36;08/07/2023;
859;-5,94;N;--;--;OK;--;21:20:36;08/07/2023;
860;-5,93;N;--;--;OK;--;21:20:36;08/07/2023;
861;-5,94;N;--;--;OK;--;21:20:36;08/07/2023;
862;-5,94;N;--;--;OK;--;21:20:36;08/07/2023;
863;-5,94;N;--;--;OK;--;21:20:36;08/07/2023;
864;-5,95;N;--;--;OK;--;21:20:36;08/07/2023;
865;-5,95;N;--;--;OK;--;21:20:36;08/07/2023;
866;-5,95;N;--;--;OK;--;21:20:37;08/07/2023;
867;-5,95;N;--;--;OK;--;21:20:37;08/07/2023;
868;-5,95;N;--;--;OK;--;21:20:37;08/07/2023;
869;-5,96;N;--;--;OK;--;21:20:37;08/07/2023;
870;-5,96;N;--;--;OK;--;21:20:37;08/07/2023;
871;-5,96;N;--;--;OK;--;21:20:37;08/07/2023;
872;-5,97;N;--;--;OK;--;21:20:37;08/07/2023;
873;-5,97;N;--;--;OK;--;21:20:37;08/07/2023;
874;-5,97;N;--;--;OK;--;21:20:37;08/07/2023;
875;-5,97;N;--;--;OK;--;21:20:37;08/07/2023;
876;-5,97;N;--;--;OK;--;21:20:38;08/07/2023;
877;-5,98;N;--;--;OK;--;21:20:38;08/07/2023;
878;-5,98;N;--;--;OK;--;21:20:38;08/07/2023;
879;-5,98;N;--;--;OK;--;21:20:38;08/07/2023;
880;-5,99;N;--;--;OK;--;21:20:38;08/07/2023;
881;-5,99;N;--;--;OK;--;21:20:38;08/07/2023;
882;-5,98;N;--;--;OK;--;21:20:38;08/07/2023;
883;-6,00;N;--;--;OK;--;21:20:38;08/07/2023;
884;-5,99;N;--;--;OK;--;21:20:38;08/07/2023;
885;-6,00;N;--;--;OK;--;21:20:38;08/07/2023;
886;-6,00;N;--;--;OK;--;21:20:39;08/07/2023;
887;-6,00;N;--;--;OK;--;21:20:39;08/07/2023;
888;-6,00;N;--;--;OK;--;21:20:39;08/07/2023;
889;-6,00;N;--;--;OK;--;21:20:39;08/07/2023;
890;-6,01;N;--;--;OK;--;21:20:39;08/07/2023;
891;-6,01;N;--;--;OK;--;21:20:39;08/07/2023;
892;-6,01;N;--;--;OK;--;21:20:39;08/07/2023;
893;-6,01;N;--;--;OK;--;21:20:39;08/07/2023;
894;-6,02;N;--;--;OK;--;21:20:39;08/07/2023;
895;-6,02;N;--;--;OK;--;21:20:39;08/07/2023;
896;-6,02;N;--;--;OK;--;21:20:40;08/07/2023;
897;-6,03;N;--;--;OK;--;21:20:40;08/07/2023;
898;-6,03;N;--;--;OK;--;21:20:40;08/07/2023;
899;-6,03;N;--;--;OK;--;21:20:40;08/07/2023;
900;-6,04;N;--;--;OK;--;21:20:40;08/07/2023;
901;-6,03;N;--;--;OK;--;21:20:40;08/07/2023;
902;-6,04;N;--;--;OK;--;21:20:40;08/07/2023;
903;-6,04;N;--;--;OK;--;21:20:40;08/07/2023;
904;-6,04;N;--;--;OK;--;21:20:40;08/07/2023;
905;-6,05;N;--;--;OK;--;21:20:40;08/07/2023;
906;-6,05;N;--;--;OK;--;21:20:41;08/07/2023;
907;-6,05;N;--;--;OK;--;21:20:41;08/07/2023;
908;-6,05;N;--;--;OK;--;21:20:41;08/07/2023;
909;-6,05;N;--;--;OK;--;21:20:41;08/07/2023;
910;-6,06;N;--;--;OK;--;21:20:41;08/07/2023;
911;-6,06;N;--;--;OK;--;21:20:41;08/07/2023;
912;-6,07;N;--;--;OK;--;21:20:41;08/07/2023;
913;-6,07;N;--;--;OK;--;21:20:41;08/07/2023;
914;-6,07;N;--;--;OK;--;21:20:41;08/07/2023;
915;-6,07;N;--;--;OK;--;21:20:41;08/07/2023;
916;-6,08;N;--;--;OK;--;21:20:42;08/07/2023;
917;-6,07;N;--;--;OK;--;21:20:42;08/07/2023;
918;-6,08;N;--;--;OK;--;21:20:42;08/07/2023;
919;-6,08;N;--;--;OK;--;21:20:42;08/07/2023;
920;-6,08;N;--;--;OK;--;21:20:42;08/07/2023;
921;-6,09;N;--;--;OK;--;21:20:42;08/07/2023;
922;-6,09;N;--;--;OK;--;21:20:42;08/07/2023;
923;-6,09;N;--;--;OK;--;21:20:42;08/07/2023;
924;-6,09;N;--;--;OK;--;21:20:42;08/07/2023;
925;-6,10;N;--;--;OK;--;21:20:42;08/07/2023;
926;-6,10;N;--;--;OK;--;21:20:43;08/07/2023;
927;-6,10;N;--;--;OK;--;21:20:43;08/07/2023;
928;-6,10;N;--;--;OK;--;21:20:43;08/07/2023;
929;-6,10;N;--;--;OK;--;21:20:43;08/07/2023;
930;-6,11;N;--;--;OK;--;21:20:43;08/07/2023;
931;-6,11;N;--;--;OK;--;21:20:43;08/07/2023;
932;-6,11;N;--;--;OK;--;21:20:43;08/07/2023;
933;-6,11;N;--;--;OK;--;21:20:43;08/07/2023;
934;-6,11;N;--;--;OK;--;21:20:43;08/07/2023;
935;-6,12;N;--;--;OK;--;21:20:43;08/07/2023;
936;-6,12;N;--;--;OK;--;21:20:44;08/07/2023;
937;-6,12;N;--;--;OK;--;21:20:44;08/07/2023;
938;-6,12;N;--;--;OK;--;21:20:44;08/07/2023;
